Folder,File,Mutants total,Mutants dead total,Mutants alive,Mutantion score
10-4-4,1,154208.0,4865.0,149343.0,0.03154829840215812
10-4-4,10,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,100,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,11,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,12,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,14,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,15,154208.0,3294.0,150914.0,0.021360759493670885
10-4-4,16,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,17,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,18,154208.0,4531.0,149677.0,0.029382392612575223
10-4-4,19,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,2,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,20,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,21,154208.0,5020.0,149188.0,0.03255343432247354
10-4-4,22,154208.0,3542.0,150666.0,0.022968976966175555
10-4-4,23,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,24,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,25,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,26,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,27,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,28,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,29,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,3,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,30,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,31,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,32,154208.0,3542.0,150666.0,0.022968976966175555
10-4-4,33,154208.0,3294.0,150914.0,0.021360759493670885
10-4-4,34,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,35,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,36,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,37,154208.0,3294.0,150914.0,0.021360759493670885
10-4-4,38,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,39,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,4,154208.0,1568.0,152640.0,0.01016808466486823
10-4-4,40,154208.0,1568.0,152640.0,0.01016808466486823
